MES,REFERENCIA,CANTIDAD
2026-11-01,2017425,12496
2026-11-01,2017464,6665
2026-11-01,2017501,8612
2026-11-01,2017502,2442
2026-11-01,2017536,18
2026-11-01,2017540,4595
2026-11-01,2017556,21325
2026-11-01,2017557,11387
2026-11-01,2017558,36599
2026-11-01,2017559,28203
2026-11-01,2017560,40
2026-11-01,2017565,40
2026-11-01,2017566,18
2026-11-01,2017570,731
2026-11-01,2017571,731
2026-11-01,2017591,62
2026-11-01,2017592,14
2026-11-01,2017600,1050000
2026-11-01,2017685,30496
2026-11-01,2017743,2599
2026-11-01,2017750,26
2026-11-01,2017880,30
2026-11-01,2017891,44520
2026-11-01,2017892,22260
2026-11-01,2017916,30492
2026-11-01,2018049,3388
2026-11-01,2018154,2340
2026-11-01,2018155,18823
2026-11-01,2018156,15108
2026-11-01,2018158,10000
2026-11-01,2018170,3063
2026-11-01,2018177,63183
2026-11-01,2018181,6798
2026-11-01,2018198,19864
2026-11-01,2018217,3160
2026-11-01,2018254,230993
2026-11-01,2018263,6643
2026-11-01,2018341,6259
2026-11-01,2018379,27720
2026-11-01,2018388,2
2026-11-01,2018483,21508
2026-11-01,2018484,10754
2026-11-01,2018485,202293
2026-11-01,2018521,28820
2026-11-01,2018522,14410
2026-11-01,2018657,1822
2026-11-01,2018658,905
2026-11-01,2018659,1881
2026-11-01,2018660,5527
2026-11-01,2018661,1855
2026-11-01,2018782,90300
2026-11-01,2018783,45150
2026-11-01,2018856,49048
2026-11-01,2018857,24524
2026-11-01,2018891,486
2026-11-01,2019086,105000
2026-11-01,2019087,52500
2026-11-01,2019126,7062
2026-11-01,2019491,876
2026-11-01,2019492,876
2026-11-01,2019495,42000
2026-11-01,2019496,21000
2026-11-01,2019613,5775
2026-11-01,2019825,380622
2026-11-01,2019826,190311
2026-11-01,2019827,190311
2026-11-01,2019895,8094
2026-11-01,2019896,210000
2026-11-01,2019897,105000
2026-11-01,2019916,428
2026-12-01,2000019,2618
2026-12-01,2000027,8470
2026-12-01,2000043,31856
2026-12-01,2000109,2433
2026-12-01,2000114,7359
2026-12-01,2000979,3205
2026-12-01,2000981,1229
2026-12-01,2001003,30249
2026-12-01,2001121,41070
2026-12-01,2001231,5109
2026-12-01,2001544,1663
2026-12-01,2001545,3118
2026-12-01,2001577,3161
2026-12-01,2001606,904
2026-12-01,2001614,7248
2026-12-01,2001619,18414
2026-12-01,2001796,5923
2026-12-01,2002020,62548
2026-12-01,2002297,3718
2026-12-01,2002330,5576
2026-12-01,2002333,4462
2026-12-01,2002424,13821
2026-12-01,2002425,1748
2026-12-01,2002442,16192
2026-12-01,2002462,151
2026-12-01,2002496,4950
2026-12-01,2002599,1347
2026-12-01,2002859,38
2026-12-01,2003023,7286
2026-12-01,2003163,645
2026-12-01,2003556,6094
2026-12-01,2003673,5752
2026-12-01,2004081,2408
2026-12-01,2004083,4026
2026-12-01,2004225,1202
2026-12-01,2004894,5046
2026-12-01,2004955,6710
2026-12-01,2005270,2706
2026-12-01,2005450,175
2026-12-01,2005669,812
2026-12-01,2005943,257837
2026-12-01,2005962,6926
2026-12-01,2005963,4900
2026-12-01,2006222,973
2026-12-01,2006449,754
2026-12-01,2006450,503
2026-12-01,2006655,3663
2026-12-01,2007120,1287
2026-12-01,2008405,570
2026-12-01,2009486,1732
2026-12-01,2009517,354
2026-12-01,2009518,354
2026-12-01,2009532,11752
2026-12-01,2009680,340
2026-12-01,2009880,20000
2026-12-01,2009951,498
2026-12-01,2010169,328
2026-12-01,2010241,29376
2026-12-01,2010277,3117
2026-12-01,2010374,558
2026-12-01,2010447,2679
2026-12-01,2010460,3365
2026-12-01,2010461,3365
2026-12-01,2010725,524
2026-12-01,2010791,437
2026-12-01,2010886,2180
2026-12-01,2010911,1609
2026-12-01,2010995,2397
2026-12-01,2011018,146334
2026-12-01,2011020,162
2026-12-01,2011071,102
2026-12-01,2011080,3516
2026-12-01,2011093,2
2026-12-01,2011103,2973
2026-12-01,2011232,15029
2026-12-01,2011275,14430
2026-12-01,2011276,8789
2026-12-01,2011297,20570
2026-12-01,2011799,16324
2026-12-01,2011827,27196
2026-12-01,2011849,1419035
2026-12-01,2012035,198477
2026-12-01,2012104,2626
2026-12-01,2012141,2838
2026-12-01,2012142,46002
2026-12-01,2012143,21622
2026-12-01,2012174,3913
2026-12-01,2012208,30492
2026-12-01,2012226,27175
2026-12-01,2012314,79870
2026-12-01,2012317,4470
2026-12-01,2012333,514
2026-12-01,2012336,262
2026-12-01,2012487,119
2026-12-01,2012489,6
2026-12-01,2012505,1167
2026-12-01,2012506,867
2026-12-01,2012559,4356
2026-12-01,2012563,17675
2026-12-01,2012623,3158
2026-12-01,2012628,55816
2026-12-01,2012687,2925
2026-12-01,2012743,14573
2026-12-01,2012744,10698
2026-12-01,2012746,11306
2026-12-01,2012750,18950
2026-12-01,2012754,696
2026-12-01,2012761,30158
2026-12-01,2012809,2889
2026-12-01,2012922,28496
2026-12-01,2012923,6375
2026-12-01,2012964,9388
2026-12-01,2013005,506
2026-12-01,2013169,27266
2026-12-01,2013230,476
2026-12-01,2013426,4378
2026-12-01,2013427,5602
2026-12-01,2013441,5728
2026-12-01,2013442,2480
2026-12-01,2013448,7092
2026-12-01,2013451,8730
2026-12-01,2013453,6820
2026-12-01,2013640,14085
2026-12-01,2013682,17477
2026-12-01,2013683,14135
2026-12-01,2013730,2917
2026-12-01,2013760,2959
2026-12-01,2013974,1120000
2026-12-01,2013990,1722
2026-12-01,2013997,760724
2026-12-01,2013998,362250
2026-12-01,2014110,15074
2026-12-01,2014181,24533
2026-12-01,2014236,352
2026-12-01,2014302,6650
2026-12-01,2014597,5300
2026-12-01,2014629,12162
2026-12-01,2014678,4066
2026-12-01,2014699,8623
2026-12-01,2014970,194736
2026-12-01,2014971,19472
2026-12-01,2015001,2676
2026-12-01,2015002,3934
2026-12-01,2015048,2484
2026-12-01,2015094,7639
2026-12-01,2015095,6284
2026-12-01,2015097,162
2026-12-01,2015347,4268
2026-12-01,2015541,11319
2026-12-01,2015563,3146
2026-12-01,2015746,3182
2026-12-01,2015751,6804
2026-12-01,2015808,7877
2026-12-01,2015949,3104
2026-12-01,2015976,4005
2026-12-01,2016152,3856
2026-12-01,2016156,5897
2026-12-01,2016177,3478
2026-12-01,2016180,6100
2026-12-01,2016181,5840
2026-12-01,2016184,19480
2026-12-01,2016185,5159
2026-12-01,2016188,3702
2026-12-01,2016208,4218
2026-12-01,2016217,8085
2026-12-01,2016261,11134
2026-12-01,2016263,8994
2026-12-01,2016281,3097
2026-12-01,2016302,3544
2026-12-01,2016437,249
2026-12-01,2016438,746
2026-12-01,2016510,17678
2026-12-01,2016557,548
2026-12-01,2016652,10039
2026-12-01,2016656,220
2026-12-01,2016776,1570
2026-12-01,2017215,10270
2026-12-01,2017363,16764
2026-12-01,2017393,96
2026-12-01,2017394,138
2026-12-01,2017409,46
2026-12-01,2017411,10
2026-12-01,2017413,32
2026-12-01,2017414,6
2026-12-01,2017464,6665
2026-12-01,2017501,8612
2026-12-01,2017536,18
2026-12-01,2017540,6757
2026-12-01,2017556,20930
2026-12-01,2017557,11765
2026-12-01,2017558,32469
2026-12-01,2017559,28203
2026-12-01,2017560,36
2026-12-01,2017570,487
2026-12-01,2017571,487
2026-12-01,2017591,40
2026-12-01,2017600,1050000
2026-12-01,2017608,1000
2026-12-01,2017654,2958
2026-12-01,2017685,25414
2026-12-01,2017743,2599
2026-12-01,2017750,26
2026-12-01,2017946,44624
2026-12-01,2017947,22312
2026-12-01,2017968,562
2026-12-01,2017969,20140
2026-12-01,2018154,2340
2026-12-01,2018155,18823
2026-12-01,2018158,10000
2026-12-01,2018165,8687
2026-12-01,2018177,79400
2026-12-01,2018181,6798
2026-12-01,2018217,3160
2026-12-01,2018254,179885
2026-12-01,2018263,6643
2026-12-01,2018341,6259
2026-12-01,2018379,27720
2026-12-01,2018485,195338
2026-12-01,2018657,1822
2026-12-01,2018658,905
2026-12-01,2018659,1881
2026-12-01,2018660,5527
2026-12-01,2018661,1855
2026-12-01,2018782,90300
2026-12-01,2018783,45150
2026-12-01,2018986,23705
2026-12-01,2019225,1687
2026-12-01,2019386,21326
2026-12-01,2019387,10663
2026-12-01,2019613,11550
2027-01-01,2000109,1521
2027-01-01,2000979,357
2027-01-01,2000981,1050
2027-01-01,2001003,9507
2027-01-01,2001231,2396
2027-01-01,2001577,8668
2027-01-01,2001606,315
2027-01-01,2002020,79822
2027-01-01,2002297,3718
2027-01-01,2002442,12440
2027-01-01,2002599,1347
2027-01-01,2002859,38
2027-01-01,2003028,557
2027-01-01,2003073,3426
2027-01-01,2003163,920
2027-01-01,2003554,5692
2027-01-01,2003556,4063
2027-01-01,2003673,1840
2027-01-01,2004876,4818
2027-01-01,2004955,6710
2027-01-01,2005669,406
2027-01-01,2005943,4113
2027-01-01,2006039,5106
2027-01-01,2006222,649
2027-01-01,2006449,754
2027-01-01,2006450,503
2027-01-01,2006451,754
2027-01-01,2006655,2930
2027-01-01,2007120,686
2027-01-01,2007253,345
2027-01-01,2007573,5546
2027-01-01,2009486,1732
2027-01-01,2009532,29377
2027-01-01,2009774,1213
2027-01-01,2010131,94
2027-01-01,2010240,350
2027-01-01,2010277,2494
2027-01-01,2010356,364
2027-01-01,2010360,247
2027-01-01,2010361,247
2027-01-01,2010374,558
2027-01-01,2010460,1491
2027-01-01,2010461,1491
2027-01-01,2010725,524
2027-01-01,2010886,2393
2027-01-01,2010962,1116
2027-01-01,2010995,2397
2027-01-01,2011275,9425
2027-01-01,2011276,5354
2027-01-01,2011799,16455
2027-01-01,2011849,1361650
2027-01-01,2012007,772
2027-01-01,2012141,135
2027-01-01,2012142,3603
2027-01-01,2012208,47644
2027-01-01,2012333,514
2027-01-01,2012489,6
2027-01-01,2012496,25338
2027-01-01,2012499,12474
2027-01-01,2012500,26463
2027-01-01,2012505,584
2027-01-01,2012506,434
2027-01-01,2012560,16104
2027-01-01,2012563,836
2027-01-01,2012623,3158
2027-01-01,2012750,18950
2027-01-01,2012754,290
2027-01-01,2012964,9388
2027-01-01,2013205,17668
2027-01-01,2013348,2482
2027-01-01,2013349,6302
2027-01-01,2013413,516
2027-01-01,2013426,1751
2027-01-01,2013441,5052
2027-01-01,2013448,7092
2027-01-01,2013451,8730
2027-01-01,2013453,6416
2027-01-01,2013627,828
2027-01-01,2013640,12248
2027-01-01,2013730,2917
2027-01-01,2013997,661500
2027-01-01,2013998,315000
2027-01-01,2014110,1575
2027-01-01,2014302,6650
2027-01-01,2014699,3524
2027-01-01,2014970,161839
2027-01-01,2015094,7639
2027-01-01,2015097,162
2027-01-01,2015808,7877
2027-01-01,2015949,3104
2027-01-01,2015950,628
2027-01-01,2016152,1928
2027-01-01,2016180,10048
2027-01-01,2016207,4672
2027-01-01,2016216,4112
2027-01-01,2016271,566
2027-01-01,2016302,886
2027-01-01,2016437,149
2027-01-01,2016438,447
2027-01-01,2016529,516
2027-01-01,2016557,604
2027-01-01,2016652,11136
2027-01-01,2016656,220
2027-01-01,2016918,2168
2027-01-01,2017072,2
2027-01-01,2017331,46
2027-01-01,2017332,22
2027-01-01,2017393,96
2027-01-01,2017464,6665
2027-01-01,2017501,8612
2027-01-01,2017536,60
2027-01-01,2017569,22017
2027-01-01,2017685,10164
2027-01-01,2017743,2599
2027-01-01,2017891,44520
2027-01-01,2017892,22260
2027-01-01,2017946,44624
2027-01-01,2017947,22312
2027-01-01,2018154,2340
2027-01-01,2018198,24412
2027-01-01,2018485,67316
2027-01-01,2018727,15858
2027-01-01,2018782,90300
2027-01-01,2018783,45150
2027-01-01,2019086,105000
2027-01-01,2019087,52500
2027-01-01,2019131,187594
2027-01-01,2019132,93797
2027-01-01,2019206,187594
2027-01-01,2019207,93797
2027-01-01,2019225,1687
2027-01-01,2019386,106632
2027-01-01,2019387,53316
2027-01-01,2019655,9568
2027-01-01,2019825,380622
2027-01-01,2019826,190311
2027-01-01,2019827,190311
2027-02-01,2000043,5644
2027-02-01,2000979,578
2027-02-01,2000981,1752
2027-02-01,2001003,8834
2027-02-01,2001121,26853
2027-02-01,2001231,3581
2027-02-01,2001247,3948
2027-02-01,2001577,12248
2027-02-01,2001606,1047
2027-02-01,2001614,12078
2027-02-01,2001672,2970
2027-02-01,2001796,7930
2027-02-01,2002020,69498
2027-02-01,2002283,5762
2027-02-01,2002297,3718
2027-02-01,2002383,1804
2027-02-01,2002431,4413
2027-02-01,2002442,16565
2027-02-01,2002496,4950
2027-02-01,2003163,739
2027-02-01,2003673,9553
2027-02-01,2004876,4818
2027-02-01,2004946,14
2027-02-01,2004947,38
2027-02-01,2005591,6764
2027-02-01,2005592,6963
2027-02-01,2005943,4113
2027-02-01,2006020,3382
2027-02-01,2006021,3382
2027-02-01,2006222,1784
2027-02-01,2006450,804
2027-02-01,2006655,1538
2027-02-01,2007120,1454
2027-02-01,2009486,1732
2027-02-01,2009517,742
2027-02-01,2009518,742
2027-02-01,2009532,8813
2027-02-01,2009680,680
2027-02-01,2009774,1213
2027-02-01,2009880,40000
2027-02-01,2009951,1644
2027-02-01,2009993,4510
2027-02-01,2010131,188
2027-02-01,2010185,6831
2027-02-01,2010253,392
2027-02-01,2010277,2784
2027-02-01,2010360,741
2027-02-01,2010361,741
2027-02-01,2010374,558
2027-02-01,2010460,994
2027-02-01,2010461,994
2027-02-01,2010465,18
2027-02-01,2010886,3159
2027-02-01,2010995,2397
2027-02-01,2011071,81
2027-02-01,2011103,3865
2027-02-01,2011275,14430
2027-02-01,2011276,8789
2027-02-01,2011329,107858
2027-02-01,2011799,16324
2027-02-01,2011822,3976
2027-02-01,2011849,950460
2027-02-01,2011987,121
2027-02-01,2011991,2319
2027-02-01,2011992,773
2027-02-01,2011993,773
2027-02-01,2012007,2996
2027-02-01,2012141,135
2027-02-01,2012142,6081
2027-02-01,2012208,7623
2027-02-01,2012333,3238
2027-02-01,2012488,8
2027-02-01,2012496,50674
2027-02-01,2012497,10934
2027-02-01,2012499,24368
2027-02-01,2012505,1167
2027-02-01,2012506,867
2027-02-01,2012559,4356
2027-02-01,2012563,6270
2027-02-01,2012623,3158
2027-02-01,2012628,8813
2027-02-01,2012687,1755
2027-02-01,2012750,18950
2027-02-01,2012841,297
2027-02-01,2012959,40951
2027-02-01,2012964,9388
2027-02-01,2013205,17668
2027-02-01,2013348,3540
2027-02-01,2013426,1751
2027-02-01,2013441,4364
2027-02-01,2013442,149
2027-02-01,2013448,5728
2027-02-01,2013451,7366
2027-02-01,2013453,5730
2027-02-01,2013627,828
2027-02-01,2013640,16841
2027-02-01,2013730,2917
2027-02-01,2013974,1120000
2027-02-01,2013997,661500
2027-02-01,2013998,315000
2027-02-01,2014036,6126
2027-02-01,2014236,2100
2027-02-01,2014247,1387
2027-02-01,2014302,6650
2027-02-01,2014307,3506
2027-02-01,2014517,1009
2027-02-01,2014525,248062
2027-02-01,2014526,118125
2027-02-01,2014629,23890
2027-02-01,2014699,31984
2027-02-01,2014879,6479
2027-02-01,2015094,4847
2027-02-01,2015096,283
2027-02-01,2015166,1948
2027-02-01,2015203,2284
2027-02-01,2015599,305
2027-02-01,2015743,3948
2027-02-01,2015748,3948
2027-02-01,2015808,3636
2027-02-01,2016152,1928
2027-02-01,2016158,22506
2027-02-01,2016188,6574
2027-02-01,2016217,852
2027-02-01,2016218,2032
2027-02-01,2016302,3544
2027-02-01,2016347,1966
2027-02-01,2016437,348
2027-02-01,2016438,1044
2027-02-01,2016529,4950
2027-02-01,2016549,1233
2027-02-01,2016552,683
2027-02-01,2016553,1331
2027-02-01,2016652,10039
2027-02-01,2016656,739
2027-02-01,2016771,12876
2027-02-01,2016833,2156
2027-02-01,2016940,8052
2027-02-01,2016971,6738
2027-02-01,2017072,3084
2027-02-01,2017331,67834
2027-02-01,2017332,32302
2027-02-01,2017393,96
2027-02-01,2017464,2500
2027-02-01,2017501,8612
2027-02-01,2017543,8
2027-02-01,2017569,22017
2027-02-01,2017592,14
2027-02-01,2017608,1000
2027-02-01,2017631,12
2027-02-01,2017685,10164
2027-02-01,2017743,2599
2027-02-01,2017810,859
2027-02-01,2017811,22410
2027-02-01,2017812,11205
2027-02-01,2017880,82
2027-02-01,2017881,138
2027-02-01,2017946,42000
2027-02-01,2017947,21000
2027-02-01,2018154,2340
2027-02-01,2018165,13574
2027-02-01,2018538,69300
2027-02-01,2018539,34650
2027-02-01,2018725,116230
2027-02-01,2018726,58115
2027-02-01,2018727,15858
2027-02-01,2018782,67724
2027-02-01,2018783,33862
2027-02-01,2018986,11852
2027-02-01,2019086,105000
2027-02-01,2019087,52500
2027-02-01,2019126,7062
2027-02-01,2019225,1687
2027-02-01,2019238,454
2027-02-01,2019239,34884
2027-02-01,2019240,17442
2027-02-01,2019386,127958
2027-02-01,2019387,63979
2027-02-01,2019624,24750
2027-02-01,2019625,12375
2027-02-01,2019890,14632
2027-02-01,2019891,7316
2027-02-01,2019916,428
2027-03-01,2000027,5122
2027-03-01,2000109,1521
2027-03-01,2000981,2042
2027-03-01,2001003,14442
2027-03-01,2001121,24483
2027-03-01,2001231,2490
2027-03-01,2001247,3948
2027-03-01,2001577,12248
2027-03-01,2001672,2970
2027-03-01,2001796,3949
2027-03-01,2002020,51856
2027-03-01,2002234,1344
2027-03-01,2002297,3718
2027-03-01,2002383,1804
2027-03-01,2002442,7259
2027-03-01,2002479,8891
2027-03-01,2002496,4950
2027-03-01,2002859,38
2027-03-01,2003028,557
2027-03-01,2003073,3056
2027-03-01,2003673,10949
2027-03-01,2004095,2565
2027-03-01,2004225,140
2027-03-01,2004894,5046
2027-03-01,2004955,6710
2027-03-01,2005591,6764
2027-03-01,2005592,6963
2027-03-01,2005669,1624
2027-03-01,2005787,3907
2027-03-01,2005851,3000
2027-03-01,2005943,4113
2027-03-01,2006020,3382
2027-03-01,2006021,3382
2027-03-01,2006186,379
2027-03-01,2006222,973
2027-03-01,2006449,754
2027-03-01,2006450,503
2027-03-01,2006451,754
2027-03-01,2006655,5641
2027-03-01,2009486,1732
2027-03-01,2009532,29377
2027-03-01,2009680,510
2027-03-01,2009880,30000
2027-03-01,2009901,19800
2027-03-01,2009951,498
2027-03-01,2010134,188
2027-03-01,2010277,2078
2027-03-01,2010356,1551
2027-03-01,2010360,247
2027-03-01,2010361,247
2027-03-01,2010374,558
2027-03-01,2010460,1377
2027-03-01,2010461,1377
2027-03-01,2010853,174
2027-03-01,2010885,13574
2027-03-01,2010886,15375
2027-03-01,2010962,2662
2027-03-01,2010995,2397
2027-03-01,2011275,14430
2027-03-01,2011276,8789
2027-03-01,2011579,2309
2027-03-01,2011799,32779
2027-03-01,2011820,1988
2027-03-01,2011822,1988
2027-03-01,2011849,447045
2027-03-01,2011991,2319
2027-03-01,2011992,2609
2027-03-01,2011993,2609
2027-03-01,2012141,135
2027-03-01,2012142,3603
2027-03-01,2012148,708
2027-03-01,2012208,30492
2027-03-01,2012426,1877
2027-03-01,2012488,8
2027-03-01,2012489,6
2027-03-01,2012496,50674
2027-03-01,2012499,24368
2027-03-01,2012500,26463
2027-03-01,2012559,4356
2027-03-01,2012563,6270
2027-03-01,2012623,3158
2027-03-01,2012687,3413
2027-03-01,2012750,18950
2027-03-01,2012754,1450
2027-03-01,2012929,338
2027-03-01,2012964,9388
2027-03-01,2013348,4150
2027-03-01,2013426,1751
2027-03-01,2013441,5052
2027-03-01,2013442,2976
2027-03-01,2013448,7092
2027-03-01,2013451,8730
2027-03-01,2013453,6416
2027-03-01,2013640,18678
2027-03-01,2013730,1667
2027-03-01,2013961,673
2027-03-01,2013974,952000
2027-03-01,2013997,760724
2027-03-01,2013998,362250
2027-03-01,2014236,700
2027-03-01,2014302,6650
2027-03-01,2014517,1682
2027-03-01,2014525,248062
2027-03-01,2014526,118125
2027-03-01,2014618,7623
2027-03-01,2014699,7433
2027-03-01,2014862,1536
2027-03-01,2014882,7436
2027-03-01,2015094,7639
2027-03-01,2015096,283
2027-03-01,2015097,162
2027-03-01,2015203,2284
2027-03-01,2015743,3948
2027-03-01,2015762,1988
2027-03-01,2015808,7877
2027-03-01,2015995,151
2027-03-01,2016158,22506
2027-03-01,2016179,12664
2027-03-01,2016180,10048
2027-03-01,2016188,6574
2027-03-01,2016253,1714
2027-03-01,2016302,3544
2027-03-01,2016317,9416
2027-03-01,2016347,3278
2027-03-01,2016437,124
2027-03-01,2016438,373
2027-03-01,2016510,25286
2027-03-01,2016552,525
2027-03-01,2016553,1023
2027-03-01,2016557,712
2027-03-01,2016656,220
2027-03-01,2016838,3718
2027-03-01,2016940,8052
2027-03-01,2016971,6738
2027-03-01,2017052,1415
2027-03-01,2017053,64262
2027-03-01,2017072,4981
2027-03-01,2017215,205
2027-03-01,2017331,109576
2027-03-01,2017332,52179
2027-03-01,2017393,96
2027-03-01,2017464,2500
2027-03-01,2017501,8612
2027-03-01,2017543,4
2027-03-01,2017565,34
2027-03-01,2017569,133287
2027-03-01,2017570,244
2027-03-01,2017571,244
2027-03-01,2017600,21000
2027-03-01,2017631,12
2027-03-01,2017743,3234
2027-03-01,2017810,1718
2027-03-01,2017811,44822
2027-03-01,2017812,22411
2027-03-01,2017839,7266
2027-03-01,2017881,138
2027-03-01,2017915,39536
2027-03-01,2017916,30307
2027-03-01,2018154,2340
2027-03-01,2018180,4
2027-03-01,2018481,24290
2027-03-01,2018482,12145
2027-03-01,2018483,21508
2027-03-01,2018484,10754
2027-03-01,2018538,69300
2027-03-01,2018539,34650
2027-03-01,2018565,4
2027-03-01,2018568,4
2027-03-01,2018575,1988
2027-03-01,2018621,3905
2027-03-01,2018727,15858
2027-03-01,2018782,90300
2027-03-01,2018783,45150
2027-03-01,2018856,49048
2027-03-01,2018857,24524
2027-03-01,2019086,105000
2027-03-01,2019087,52500
2027-03-01,2019126,7062
2027-03-01,2019131,156328
2027-03-01,2019132,78164
2027-03-01,2019381,7140
2027-03-01,2019382,3570
2027-03-01,2019392,7952
2027-03-01,2019421,253748
2027-03-01,2019422,126874
2027-03-01,2019423,126874
2027-03-01,2019491,876
2027-03-01,2019492,876
2027-03-01,2019495,42000
2027-03-01,2019496,21000
2027-03-01,2019655,3987
2027-03-01,2019825,380622
2027-03-01,2019826,190311
2027-03-01,2019827,190311
2027-03-01,2019916,855